Company.name,Company Business,Category,Company Revenue,Competitor count (cap at 10),Competitor Revenue in Total,HHI,crawl_tried,potential crawl failing point,notes,competitors revenue 1,competitors revenue 2,competitors revenue 3,competitors revenue 4,competitors revenue 5,competitors revenue 6,competitors revenue 7,competitors revenue 8,competitors revenue 9,competitors revenue 10
expertta,,,6.8,10,731.6,0.26400006632008066,0,0,,406000000.0,95000000.0,70000000.0,460000000.0,120000000.0,1466000000.0,703000000.0,311000000.0,350000000.0,3335000000.0
associatedmaterialprocessing,,,,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
intellibatt,,,5.5,9,84747.6,0.22728346911383787,0,0,,280000000000.0,174000000000.0,214000000000.0,1296000000.0,30000000000.0,38000000000.0,180000000.0,41000000000.0,69000000000.0,0.0
evidationhealth,,,,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fanappz,,,,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mapmyid,,,,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tutoruniverse,,,2.4,9,344.6,0.7455841340763564,0,0,,102000000.0,47000000.0,155000000.0,10000000.0,38000000.0,50000000.0,2989000000.0,45000000.0,10000000.0,0.0
burstworks,,,,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
xdynia,,,,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bolster,,,,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
biomeme,,,,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
authorly,,,,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sherly,,,1.0,7,37.2,0.16072750198733587,0,0,,90000000.0,50000000.0,50000000.0,27000000.0,25000000.0,80000000.0,50000000.0,0.0,0.0,0.0
solexel,,,5.0,10,397.4,0.35758325296728577,0,0,,50000000.0,120000000.0,50000000.0,150000000.0,218000000.0,67000000.0,209000000.0,10000000.0,2200000000.0,900000000.0
suvolacorporation,,,,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
naaya,,,,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mapbox,,,100.0,10,520403.7,0.38068249450461666,0,0,,40000000.0,345000000.0,20000000.0,1362000000000.0,2656000000000.0,1185000000000.0,100000000.0,100000000.0,55000000.0,377000000.0
vacationfutures,,,,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
koality,,,,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
adaptivebiotechnologies,,,,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
logikcull,,,19.0,10,238.2,0.37739660756223864,0,0,,30000000.0,128000000.0,85000000.0,33000000.0,1526000000.0,149000000.0,238000000.0,17000000.0,164000000.0,12000000.0
cyphyworks,,,2.4,8,3208.5,0.7696997293802331,0,0,,347000000.0,3045000000.0,96000000.0,19000000.0,164000000.0,73000000.0,341000000.0,28000000000.0,0.0,0.0
entrupy,,,,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rcr8,,,,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
digitaldreamlabs,,,,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lakshmicapital,,,,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rhocapitalventures,,,,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
curvo,,,,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sandhillangels,,,2.9,10,180.7,0.14458707714506766,0,0,,11000000.0,294000000.0,350000000.0,117000000.0,116000000.0,30000000.0,155000000.0,338000000.0,70000000.0,326000000.0
creativelive,,,4.9,9,506.5,0.23122337494335257,0,0,,60000000.0,700000000.0,637000000.0,675000000.0,483000000.0,125000000.0,75000000.0,2095000000.0,215000000.0,0.0
zipfit,,,,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cashbet,,,,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
zuli,,,4.3,10,404.2,0.30771916840577146,0,0,,35000000.0,138000000.0,494000000.0,120000000.0,30000000.0,1900000000.0,15000000.0,30000000.0,180000000.0,1100000000.0
scruddle,,,6.7,7,72.1,0.24539088871138137,0,0,,38000000.0,10000000.0,111000000.0,204000000.0,300000000.0,48000000.0,10000000.0,0.0,0.0,0.0
greekdrop,,,,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
kinetictradingstrategies,,,,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lagrangesystems,,,,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
clearstorydata,,,1.4,10,2260.4,0.3771925052223733,0,0,,1000000000.0,130000000.0,126000000.0,6781000000.0,1132000000.0,313000000.0,632000000.0,400000000.0,90000000.0,12000000000.0
cityheroes,,,,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
canary,,,3.5,10,375.2,0.35447180809586587,0,0,,120000000.0,15000000.0,30000000.0,30000000.0,12000000.0,1900000000.0,1100000000.0,494000000.0,10000000.0,41000000.0
ripplelabs,,,,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fivetran,,,5.0,10,1489.8,0.44288749745885636,0,0,,44000000.0,30000000.0,450000000.0,313000000.0,1265000000.0,1000000000.0,2117000000.0,40000000.0,70000000.0,9569000000.0
kinsa,,,,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
opendorse,,,3.6,10,1747.3,0.4003755698451514,0,0,,49000000.0,116000000.0,62000000.0,650000000.0,1025000000.0,105000000.0,5912000000.0,145000000.0,122000000.0,9287000000.0
nearinfinity,,,,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
collabra,,,,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dropifi,,,2.8,8,196.9,0.27192491290766896,0,0,,65000000.0,51000000.0,31000000.0,692000000.0,46000000.0,442000000.0,10000000.0,632000000.0,0.0,0.0
axiomeducation,,,,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
kihon,,,1.0,9,125.3,0.19728003741296377,0,0,,102000000.0,64000000.0,137000000.0,230000000.0,73000000.0,450000000.0,16000000.0,46000000.0,135000000.0,0.0
sunnybump,,,,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sharalike,,,,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
offlinemedia,,,,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
spaceview,,,2.0,10,55.7,0.1336290920887036,0,0,,40000000.0,110000000.0,30000000.0,120000000.0,10000000.0,17000000.0,50000000.0,30000000.0,70000000.0,80000000.0
visitdays,,,1.0,3,10.4,0.38134810710988,0,0,,34000000.0,60000000.0,10000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
zoobean,,,,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
drybar,,,1.0,1,4.3,0.6938412246351015,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
invizeon,,,,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
seworks,,,,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sansmuchogusto,,,,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tinybop,,,3.0,10,40.5,0.18550931430836307,0,0,,23000000.0,20000000.0,30000000.0,10000000.0,10000000.0,25000000.0,157000000.0,20000000.0,70000000.0,40000000.0
chaikinanalytics,,,5.5,9,114.0,0.23628788011414367,0,0,,200000000.0,60000000.0,500000000.0,50000000.0,80000000.0,20000000.0,170000000.0,50000000.0,10000000.0,0.0
kanguorg,,,,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
caresimply,,,,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
theaudience,,,5.5,10,438.9,0.2120350986493789,0,0,,270000000.0,659000000.0,45000000.0,42000000.0,1500000000.0,120000000.0,15000000.0,325000000.0,316000000.0,1097000000.0
dotloop,,,8.5,10,836.7,0.7180750280697612,0,0,,75000000.0,35000000.0,63000000.0,7135000000.0,100000000.0,499000000.0,35000000.0,81000000.0,321000000.0,23000000.0
flooptechnologies,,,,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
kaybus,,,6.0,10,123.6,0.13174201722298431,0,0,,150000000.0,214000000.0,126000000.0,111000000.0,311000000.0,40000000.0,115000000.0,63000000.0,58000000.0,48000000.0
protoexchange,,,,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
backerkit,,,4.0,10,191.9,0.21068843397874915,0,0,,250000000.0,450000000.0,50000000.0,63000000.0,60000000.0,50000000.0,55000000.0,10000000.0,681000000.0,250000000.0
elasticsearch,,,,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mightyhive,,,14.0,10,3508.1,0.46613261797286965,0,0,,90000000.0,45000000.0,150000000.0,23000000000.0,100000000.0,3000000000.0,6010000000.0,249000000.0,1937000000.0,500000000.0
equipboard,,,,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
vgocommunications,,,,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bmobilized,,,3.1,10,58.4,0.2061815057174962,0,0,,43000000.0,38000000.0,44000000.0,44000000.0,10000000.0,44000000.0,10000000.0,100000000.0,240000000.0,11000000.0
hutster,,,,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binarythumb,,,,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gethuman,,,5.2,10,1145.9,0.29441452175303845,0,0,,108000000.0,25000000.0,30000000.0,2838000000.0,5389000000.0,520000000.0,690000000.0,598000000.0,641000000.0,620000000.0
homebindercom,,,,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fosbury,,,,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
skyonic,,,4.7,10,1917.5,0.7100104046363048,0,0,,231000000.0,50000000.0,80000000.0,40000000.0,50000000.0,16000000000.0,2500000000.0,49000000.0,120000000.0,55000000.0
bizzun,,,,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
leveleleven,,,1.1,8,63.4,0.4077759750015023,0,0,,34000000.0,30000000.0,30000000.0,28000000.0,70000000.0,400000000.0,22000000.0,20000000.0,0.0,0.0
energypoints,,,,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
loop88,,,1.1,9,46.7,0.14689868874844628,0,0,,55000000.0,39000000.0,20000000.0,70000000.0,29000000.0,20000000.0,120000000.0,30000000.0,84000000.0,0.0
azuqua,,,4.4,9,46.6,0.11301038062283737,0,0,,60000000.0,80000000.0,30000000.0,81000000.0,41000000.0,50000000.0,54000000.0,20000000.0,50000000.0,0.0
nanoice,,,,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
blocvox,,,,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
totalattorneys,,,10.0,10,2892.5,0.9308130799950443,0,0,,70000000.0,82000000.0,80000000.0,30000000.0,36000000.0,300000000.0,28000000000.0,111000000.0,44000000.0,172000000.0
judicata,,,2.5,10,90.4,0.1817584564348623,0,0,,30000000.0,80000000.0,50000000.0,300000000.0,56000000.0,20000000.0,48000000.0,210000000.0,40000000.0,70000000.0
paybook,,,1.0,8,592.4,0.8000290579818061,0,0,,20000000.0,60000000.0,5294000000.0,50000000.0,346000000.0,10000000.0,10000000.0,134000000.0,0.0,0.0
platformforglobalhealth,,,,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
filtereasy,,,5.0,9,64.6,0.19548900118906065,0,0,,70000000.0,40000000.0,80000000.0,10000000.0,10000000.0,10000000.0,194000000.0,201000000.0,31000000.0,0.0
avinetworks,,,2.0,10,427.5,0.34507997902100745,0,0,,233000000.0,2354000000.0,131000000.0,23000000.0,400000000.0,375000000.0,20000000.0,13000000.0,669000000.0,57000000.0
goldenreviews,,,1.0,0,0.0,1.0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
talkto,,,,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
armagentechnologies,,,,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
datarobot,,,37.0,9,790.9,0.4078797795933144,0,0,,78000000.0,126000000.0,67000000.0,120000000.0,83000000.0,4347000000.0,2978000000.0,30000000.0,80000000.0,0.0
qlika,,,,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
survata,,,8.4,8,637.7,0.3679741588123625,0,0,,10000000.0,64000000.0,130000000.0,24000000.0,690000000.0,2608000000.0,13000000.0,2838000000.0,0.0,0.0
vionic,,,,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bulubox,,,3.2,9,415.2,0.3061212202362455,0,0,,2000000000.0,10000000.0,26000000.0,550000000.0,931000000.0,400000000.0,13000000.0,150000000.0,72000000.0,0.0
radiatorlabs,,,,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
muut,,,2.6,10,313023.4,0.47383135261291714,0,0,,405000000.0,77000000.0,100000000.0,61000000.0,2063000000.0,403000000.0,1309000000000.0,125000000.0,1708000000000.0,110000000000.0
sipx,,,2.0,10,78.4,0.1300834137768867,0,0,,115000000.0,129000000.0,50000000.0,100000000.0,10000000.0,25000000.0,150000000.0,36000000.0,120000000.0,49000000.0
abacast,,,,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
allcampus,,,4.1,10,249.1,0.22267332020594527,0,0,,154000000.0,121000000.0,50000000.0,899000000.0,650000000.0,339000000.0,190000000.0,48000000.0,10000000.0,30000000.0
phigital,,,,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
recognitionpro,,,,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ondigo,,,1.5,10,286.6,0.2157354538062575,0,0,,60000000.0,230000000.0,58000000.0,65000000.0,451000000.0,250000000.0,390000000.0,130000000.0,100000000.0,1132000000.0
artisanmobile,,,,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
stealthy,,,,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
apmetrix,,,7.2,10,280.2,0.2360275142144991,0,0,,10000000.0,10000000.0,70000000.0,1157000000.0,450000000.0,35000000.0,200000000.0,550000000.0,120000000.0,200000000.0
qrpharma,,,3.5,10,1757.5,0.9320995278804018,0,0,,185000000.0,50000000.0,50000000.0,17000000000.0,66000000.0,30000000.0,60000000.0,44000000.0,40000000.0,50000000.0
vulume2,,,,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fibroblast,,,4.0,9,82.9,0.1262048755166117,0,0,,61000000.0,70000000.0,45000000.0,75000000.0,110000000.0,40000000.0,105000000.0,178000000.0,145000000.0,0.0
classroomiq,,,,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mobilewalla,,,10.0,9,242.7,0.20952455075998372,0,0,,566000000.0,312000000.0,61000000.0,75000000.0,30000000.0,856000000.0,129000000.0,388000000.0,10000000.0,0.0
advercar,,,11.0,6,2708.0,0.9860918378982386,0,0,,35000000.0,15000000.0,10000000.0,10000000.0,10000000.0,27000000000.0,0.0,0.0,0.0,0.0
linkwellhealth,,,4.7,9,1221.8,0.8067348632896082,0,0,,28000000.0,100000000.0,10000000.0,100000000.0,481000000.0,57000000.0,190000000.0,252000000.0,11000000000.0,0.0
mdinsider,,,2.0,10,695.7,0.5958339661414174,0,0,,55000000.0,47000000.0,40000000.0,249000000.0,145000000.0,1135000000.0,10000000.0,10000000.0,5256000000.0,10000000.0
kite,,,1.0,9,325.1,0.2646340962266651,0,0,,50000000.0,24000000.0,190000000.0,71000000.0,61000000.0,30000000.0,862000000.0,763000000.0,1200000000.0,0.0
patientco,,,12.0,9,166.1,0.15955145728462614,0,0,,488000000.0,45000000.0,200000000.0,280000000.0,172000000.0,88000000.0,75000000.0,300000000.0,13000000.0,0.0
serviceful,,,,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
thinkerous,,,,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
faraday,,,30.2,10,1235786.0,0.16318732492834281,0,0,,1439000000000.0,2885000000000.0,1603000000000.0,2811000000000.0,806000000000.0,98000000000.0,115000000000.0,1203000000000.0,5860000000.0,1392000000000.0
ubiome,,,32.0,10,112.3,0.18210742327166443,0,0,,120000000.0,207000000.0,80000000.0,132000000.0,60000000.0,30000000.0,18000000.0,20000000.0,436000000.0,20000000.0
opencare,,,6.1,10,1089.9,0.7120220676381266,0,0,,1135000000.0,10000000.0,40000000.0,249000000.0,10000000.0,145000000.0,77000000.0,10000000.0,9173000000.0,50000000.0
streem,,,,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mednetworks,,,,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
iqcopay,,,,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
need2fit,,,,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hanesbrands,,,,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tapblaze,,,,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tagapet,,,,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
discoverybaygames,,,4.5,1,9.8,0.5686830651865616,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
scratchhard,,,,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
litpick,,,,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cottontracks,,,,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pavo,,,,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hackreactor,,,4.5,10,61.5,0.3079660238751148,0,0,,30000000.0,45000000.0,40000000.0,50000000.0,10000000.0,20000000.0,20000000.0,40000000.0,350000000.0,10000000.0
legalcrunch,,,,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
leanlaunchventures,,,,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
revtechlabs,,,,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
walkby,,,,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ncryptedcloud,,,5.3,9,153.3,0.1753298486600122,0,0,,338000000.0,225000000.0,58000000.0,448000000.0,132000000.0,43000000.0,216000000.0,18000000.0,55000000.0,0.0
800razors,,,7.1,9,6816.7,0.9083708414459633,0,0,,855000000.0,2000000000.0,100000000.0,65000000000.0,10000000.0,99000000.0,16000000.0,30000000.0,57000000.0,0.0
socialtoaster,,,2.7,10,199.3,0.3149970591118518,0,0,,10000000.0,40000000.0,110000000.0,100000000.0,430000000.0,90000000.0,122000000.0,1025000000.0,26000000.0,40000000.0
trafficland,,,50.0,1,10.4,0.7149247840007017,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
brainlycom,,,,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mydrobe,,,,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
boostfunder,,,,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
builtio,,,,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
yurbuds,,,2.0,9,55.1,0.18834134357335428,0,0,,157000000.0,10000000.0,45000000.0,44000000.0,71000000.0,20000000.0,160000000.0,34000000.0,10000000.0,0.0
borntosell,,,,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sumologic,,,72.4,10,71.3,0.2856677267310066,0,0,,98000000.0,45000000.0,74000000.0,50000000.0,136000000.0,45000000.0,80000000.0,40000000.0,13000000.0,132000000.0
battlefy,,,5.0,8,2378.5,0.9314650011712138,0,0,,254000000.0,100000000.0,40000000.0,41000000.0,40000000.0,10000000.0,23000000000.0,300000000.0,0.0,0.0
trendymondays,,,,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
slowventures,,,56.9,10,96.0,0.1878369829256994,0,0,,118000000.0,77000000.0,70000000.0,182000000.0,157000000.0,74000000.0,103000000.0,119000000.0,10000000.0,50000000.0
musicsiren,,,,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
wrightspeed,,,15.0,10,89.8,0.10194081055882524,0,0,,130000000.0,75000000.0,50000000.0,80000000.0,70000000.0,80000000.0,132000000.0,130000000.0,53000000.0,98000000.0
scottygear,,,,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
publicinsightcorporation,,,,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
atreca,,,3.0,10,300.1,0.21281716554582086,0,0,,30000000.0,161000000.0,10000000.0,30000000.0,581000000.0,110000000.0,144000000.0,280000000.0,595000000.0,1060000000.0
nationalmetrics,,,,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
crimewatchus,,,,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
misfitwearables,,,,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lyatiss,,,,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
zetroz,,,10.0,6,46.0,0.1728125,0,0,,80000000.0,100000000.0,29000000.0,131000000.0,96000000.0,24000000.0,0.0,0.0,0.0,0.0
bckstgr,,,,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
odysseythera,,,13.4,10,54355.7,0.40339653471728726,0,0,,2768000000.0,45000000000.0,263000000000.0,6829000000.0,30000000.0,219000000000.0,290000000.0,5832000000.0,749000000.0,59000000.0
zendeals,,,,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
epantry,,,1.0,10,940612.7,0.3812270636643465,0,0,,35000000.0,35000000.0,44000000.0,13000000.0,2329000000000.0,84000000000.0,1362000000000.0,5119000000000.0,488000000000.0,24000000000.0
matchist,,,1.0,9,435.6,0.6797825994352311,0,0,,44000000.0,274000000.0,10000000.0,62000000.0,80000000.0,15000000.0,3579000000.0,242000000.0,50000000.0,0.0
ondore,,,1.0,8,46.2,0.16215706693478885,0,0,,36000000.0,60000000.0,40000000.0,74000000.0,35000000.0,50000000.0,140000000.0,27000000.0,0.0,0.0
affinityis,,,,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mytime,,,6.1,10,442.1,0.32991582573040934,0,0,,2289000000.0,298000000.0,184000000.0,10000000.0,61000000.0,30000000.0,120000000.0,300000000.0,57000000.0,1072000000.0
ecinity,,,43.5,8,63.9,0.2879643789727745,0,0,,87000000.0,20000000.0,111000000.0,347000000.0,10000000.0,10000000.0,44000000.0,10000000.0,0.0,0.0
agriculturalfoodsystems,,,,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
massdrop,,,16.8,10,512.0,0.24043891801950468,0,0,,250000000.0,1400000000.0,700000000.0,89000000.0,40000000.0,37000000.0,379000000.0,2000000000.0,150000000.0,75000000.0
invenquery,,,,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ahalogy,,,2.9,10,195.8,0.578456241361502,0,0,,55000000.0,39000000.0,20000000.0,70000000.0,120000000.0,84000000.0,30000000.0,20000000.0,1500000000.0,20000000.0
focustrainr,,,,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
collegelabor,,,,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
urx,,,1.1,9,134.5,0.2918722426710523,0,0,,13000000.0,20000000.0,10000000.0,29000000.0,11000000.0,215000000.0,65000000.0,525000000.0,457000000.0,0.0
ravellaw,,,1.4,9,9560.9,0.7849149316666052,0,0,,27000000.0,150000000.0,30000000.0,65000000.0,84000000000.0,128000000.0,11000000000.0,52000000.0,157000000.0,0.0
ppgindustries,,,42.1,10,140371.9,0.3376453960530221,0,0,,7519000000.0,10000000.0,154000000000.0,190000000.0,125000000000.0,30000000000.0,763000000000.0,102000000000.0,47000000000.0,175000000000.0
