Company.name,owler corrrectionn,Company Business,Category,Company Revenue,Competitor count (cap at 10),Competitor Revenue in Total,HHI,crawl_tried,potential crawl failing point,notes,competitors revenue 1,competitors revenue 2,competitors revenue 3,competitors revenue 4,competitors revenue 5,competitors revenue 6,competitors revenue 7,competitors revenue 8,competitors revenue 9,competitors revenue 10
sumologic,,"Sumo Logic, a log management and analytics service, transforms big data into sources of operations, security and compliance intelligence.","Analytics, Big Data, Enterprise Software, Information Technology, SaaS, Security",72.4,10,71.3,0.129274208,0,0,,9.8,4.5,7.4,5,13.6,4.5,8,4,1.3,13.2
battlefy,,Battlefy is the simplest way to find and manage esports competitions.,"eSports, Gaming, Video Games",5,8,2378.5,0.935380885,0,0,,25.4,10,4,4.1,4,1,2300,30,0,0
trendymondays,,Trendy Mondays is an e-commerce platform selling High-end European designer clothing.,"E-Commerce, E-Commerce Platforms, Fashion",,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0
slowventures,,"Slow Ventures invests in companies central to the technology industry and those on the edges of science, society, and culture.","Angel Investment, Finance, Venture Capital",56.9,10,96,0.125186632,0,0,,11.8,7.7,7,18.2,15.7,7.4,10.3,11.9,1,5
musicsiren,,MusicSiren teaches its users to play an instrumental version of their favourite song.,"Music, Musical Instruments",,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0
wrightspeed,,"Wrightspeed is evolving vehicle propulsion, using high-power electric drive with micro-turbine generators.","Automotive, Electronics, Manufacturing",15,10,89.8,0.11093943,0,0,,13,7.5,5,8,7,8,13.2,13,5.3,9.8
scottygear,scottygeargreek,"Scotty Gear Retail is a clothing company designing fraternity and sorority shirts, flags, stickers, bags, and more.","Fashion, Marketing, Product Design, Retail, Retail Technology",,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0
publicinsightcorporation,,"Public Insight Corporation offers a web-based platform that provides analysis, comparison, and insight services for public organizations.","Analytics, Predictive Analytics, Service Industry",,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0
atreca,,"Atreca develops a technology to identify the set of antibodies produced during an immune response, without prior knowledge of an antigen.","Biotechnology, Health Care, Therapeutics",3,10,300.1,0.216993425,0,0,,3,16.1,1,3,58.1,11,14.4,28,59.5,106
nationalmetrics,,One of the country's oldest search engine marketing firms.,"Advertising, SEM, SEO",,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0
crimewatchus,,CRIMEWATCH develops cutting-edge technology solutions for law enforcement agencies and the communities they serve. ,"Analytics, Communities, Education, Enterprise Software, Government, GovTech, Information Technology, Law Enforcement, SaaS",,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0
misfitwearables,misfit-cn,Misfit Wearables develops wearable products with sensor technology for the health and fitness industry.,"Fitness, Hardware, Health Care, Sensor, Wearables",,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0
lyatiss,,Lyatiss develops a software application that offers smart networking analytics to cloud users.,"Cloud Computing, Software",,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0
zetroz,,ZetrOZ is an innovative ultrasound technology company focused on developing innovative ultrasound products and applications.,"Biotechnology, Hospital, Information Technology, Medical Device",10,6,46,0.208856333,0,0,,8,10,2.9,13.1,9.6,2.4,0,0,0,0
bckstgr,,"BCKSTGR, an authenic way to engage and influence today's digitally connected consumers through virtual currency, rewards, and gamification.","Loyalty Programs, SaaS, Social Media, Virtual Currency",,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0
odysseythera,,Odyssey Thera develops cellular pharmacology strategy for the identification of medicines for cancer and other human diseases.,"Biopharma, Biotechnology, Pharmaceutical",13.4,10,53995,0.409520268,0,0,,276.8,4700,26300,682.9,3,21900,29,22.5,74.9,5.9
zendeals,,online shopping website,"Consumer, Online Portals",,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0
epantry,,"Home and personal care products that make it easy to create a healthy, beautiful home.","Consumer Goods, E-Commerce, Internet, Retail, Sustainability",1,10,942412.7,0.379810678,0,0,,3.5,3.5,4.4,1.3,232900,10200,136200,511900,48800,2400
matchist,,Matchist is a product design company that helps businesses with APIs develop certification programs.,"Developer APIs, Market Research, Product Design, Social Entrepreneurship, Web Development",1,9,435.6,0.682902044,0,0,,4.4,27.4,1,6.2,8,1.5,357.9,24.2,5,0
ondore,,"Proprietary technology for real-time social media monitoring & big data analysis, focused on online reputation management.","Big Data, Reputation",1,8,46.2,0.168784318,0,0,,3.6,6,4,7.4,3.5,5,14,2.7,0,0
affinityis,,Affinity.is helps retailers attract more customers through a customer rewarding system that involve celebrities.,"Advertising, Apps",,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0
mytime,,"MyTime powers online scheduling, automated marketing and point of sale for mid-market and enterprise service retailers.","Apps, E-Commerce, Local Business, Marketing Automation, Mobile, Point of Sale, Scheduling",6.1,10,442.1,0.33889247,0,0,,228.9,29.8,18.4,1,6.1,3,12,30,5.7,107.2
ecinity,,"Ecinity is an automated online marketing service for local businesses. Ecinity changed its name to Bridg in August, 2013.","Internet, Marketing, Marketing Automation",43.5,8,63.9,0.350055471,0,0,,8.7,2,11.1,34.7,1,1,4.4,1,0,0
agriculturalfoodsystems,,Transforming Food Quality Measurement.,"Agriculture, Hospitality",,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0
massdrop,,Community-driven commerce,"Communities, E-Commerce, Shopping",16.8,10,512,0.255399933,0,0,,25,140,70,8.9,4,3.7,37.9,200,15,7.5
invenquery,,"InvenQuery provides online, real-time inventory management and marketing for retailers of one-of-a-kind items through mobile and web apps.","E-Commerce, Mobile, QR Codes, Software",,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0
ahalogy,,"Ahalogy is the Passion to Purchase Platform, combining category trend data, influencer network & social optimization software to drive ROI.","Brand Marketing, Content, Content Creators, Content Marketing, Information Technology, SaaS, Social Media, Software",2.9,10,195.8,0.595498836,0,0,,5.5,3.9,2,7,12,8.4,3,2,150,2
focustrainr,Focus-training,"FocusMotion is a cross-platform, hardware-agnostic motion recognition system for developers that want to analyze user's movements.","Fitness, Health Care, mHealth, Quantified Self, Sports",,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0
collegelabor,cheapcollegelabor,College Labor is a job locator for students to find jobs while in school.,"Collaborative Consumption, Marketplace, Online Portals",,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0
urx,,URX drives mobile commerce through relevant product ads.,"App Marketing, Digital Media, E-Commerce, Mobile",1.1,9,134.5,0.296598997,0,0,,1.3,2,1,2.9,1.1,21.5,6.5,52.5,45.7,0
ravellaw,,"Ravel is a platform for legal search, analytics and visualization.","Analytics, Legal, Search Engine",1.4,9,9560.9,0.785144797,0,0,,2.7,15,3,6.5,8400,12.8,1100,5.2,15.7,0
ppgindustries,,,,42.1,10,140371.9,0.337847868,0,0,,751.9,1,15400,19,12500,3000,76300,10200,4700,17500
kraven,krave-n,Krave-n Inc. provides an iPad-based point-of-purchase platform (POPP) for restaurants.,"Information Technology, Mobile, Restaurants",1.4,9,191.6,0.138531256,0,0,,29.2,5.9,15.9,36.7,28.2,3,21.2,28.8,22.7,0
parlevelsystems,,ParLevel develops hardware and software that provides intelligent solutions to the vending machine industry.,"B2B, Enterprise Software, Finance, Hardware, SaaS, Software",2,5,29.5,0.329709853,0,0,,1.7,1,8,4.8,14,0,0,0,0,0
bounceimaging,,Throwable omnidirectional/360 cameras for first responders,"Consumer Electronics, Hardware, Law Enforcement, Robotics, Sensor, Video",3.4,10,70672.5,0.967336591,0,0,,4,1,5,13,8,35,2.5,69500,4,1100
pipelinedealscom,,PipelineDeals is the first sales productivity platform to combine sales engagement and CRM in one easy-to-use application,"Android, Cloud Computing, CRM, Software",,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0
centscere,,Cents is a web & iOS agency that designs websites for nonprofits & builds products to improve the charitable donation experience.,"Financial Services, Non Profit, Social Media",,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0
zerochroma,,Uber functional cases for Apple hardware,"Consumer Electronics, Fitness, iOS, Small and Medium Businesses",1,10,112361.1,0.46409556,0,0,,1,5,6.5,35,403.6,21500,70800,5,5,19600
tanium,,Tanium is a security and systems management solution that allows real-time data collection at enterprise scale.,"Enterprise Software, Information Technology, Security",200,10,1966.9,0.231515162,0,0,,64.1,96,815.7,297.7,60,229.1,5.4,213.7,24,161.2
demohire,,DemoHire is a video-based hiring platform that enables job seekers to define and introduce themselves.,"Human Resources, Video",,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0
devicefidelity,,DeviceFidelity develops plug-and-play technologies that enable organizations to deploy their services and applications on mobile phones.,"Mobile, Payments, Wireless",2.4,10,8055,0.334421718,0,0,,8.9,3400,4.2,2.5,78.5,17.6,2300,1.9,41.4,2200
zooza,,Online marketplace for dog professionals,"Event Management, SaaS, Software",,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0
mdcapsule,,MDCapsule helps consumers create their own online health and wellness provider community.,"Fitness, Health Care, Mobile Apps, Wellness",,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0
beamtechnologies,beam-brush,A smarter dental benefits company that offers employers a proprietary underwriting method informed by oral hygiene routines.,"Dental, Insurance, Internet of Things",3,9,302209.3,0.448927688,0,0,,10,23,10,3,30,333.3,56900,184800,60100,0
powwow,powwowmobile,PowWow Mobile is redefining the mobile enterprise.,"Enterprise Software, Information Technology, Software",3,10,127.6,0.487770364,0,0,,7.2,1,3.6,4.4,2.3,1.3,11.4,87.5,7.9,1
healthpocket,,HealthPocket is a technology company that compares and ranks health plans for its users.,"Consumer, Health Care, Non Profit",1.4,10,320915.1,0.193208721,0,0,,14.1,1,16200,92100,14100,56900,60100,61200,18900,1400
installationmediaandmagazine,,"Produced by Installation Media, Installation Mag is the world's #1 digital contemporary art magazine for the iPad and iPhone.","Art, Mobile, Publishing",,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0
vadio,,Vadio is a dynamic audio / video player for audio streaming platforms,"Internet Radio, Mobile, Video, Video Streaming",1,9,229.9,0.242902856,0,0,,15.5,5.5,100,24.2,31.4,14.4,1.9,25.6,11.4,0
marinexplore,,Big data infrastructure that helps renewable energy companies grow revenue by increasing their operational efficiency.,"Big Data, Infrastructure, Renewable Energy",,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0
uberall,,Uberall provides a location marketing cloud that offers a solution to localize all aspects of online marketing __o increase local sales.,"Consumer Reviews, Enterprise Software, Local, Reputation, Search Engine, Social Media Management, Software",16.6,10,255.2,0.700265205,0,0,,5.4,213,4.2,4.5,1.5,4.4,9.5,2.5,5.2,5
rentagizmo,,Peer-to-Peer Renting Marketplace,"Electronics, Hardware, Music, Sharing Economy, Software",,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0
shopularapp,,Shopular is changing the way people use their mobile phones to shop. The innovative mobile app notifies users of personalized deals.,"E-Commerce, Mobile, Shopping",2,10,21710.6,0.962682754,0,0,,6.2,31,80,10.4,250,1,25,5,21300,2
tylrmobile,,Tylr mobile offers role-specific mobile work apps that connect mobile tools with business data and processes to increase productivity.,"Information Technology, Mobile, Mobile Apps",1,10,41478.3,0.273572009,0,0,,9,611.7,550,14200,11900,3500,10700,1,1,5.6
cumulogic,,CumuLogic is a software provider enabling enterprises and cloud-computing providers to deliver AWS-like cloud services.,"Cloud Computing, Cloud Data Services, IaaS, Software, Virtualization",1,9,5869.5,0.509178044,0,0,,1.1,35.7,5,4,19.5,2300,3.2,3500,1,0
lucidenergy,,Creating a new way for industries particularly those that use large amounts of water and electricity.,"Energy, Renewable Energy, Water",3.8,8,126.3,0.198548868,0,0,,6.6,1,10,22.2,28,38.9,5.3,14.3,0,0
thebkry,,"Designer, developer, entrepreneur, and unwavering pragmatist. Partner @thebkrynyc. Shaping interfaces and identities @h1studios.","Art, Artificial Intelligence, Digital Media",,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0
keychainlogistics,,Keychain Logistics utilizes mobile technology to bridge the logistical gap between shippers and carriers of freight.,"Digital Media, Fleet Management, Software, Supply Chain Management, Transportation",1,9,348.7,0.444280444,0,0,,50,7,15,225,8.4,8.2,5.5,12,17.6,0
rentfeeder,,RentFeeder provides web-based services for residential real estate owners and professionals to market their properties for rent or lease.,"Property Management, Real Estate, Web Apps",,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0
fashionloyal,,Instantly create focused mobile social network apps for brands and events.,"E-Commerce, Fashion, Mobile, Social Media",,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0
nextgreatplace,,NextGreatTrip is a vacation planner providing itineraries and personalized services combining direct charter flights from VIP terminals.,"Hospitality, Tourism, Travel",,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0
suredone,,SureDone provides a dashboard that enables e-businesses to upload their products once and sell them on multiple channels.,"E-Commerce, Marketing, Marketplace",1,10,942.7,0.638781933,0,0,,31,9.6,4,7.3,8.8,4,2.7,131.2,3,741.1
3drobotics,,"3DR makes advanced drone technology easily accessible to the construction, mining, and surveying industries for use in data analysis.","Drones, Robotics, SaaS",93.3,10,287.9,0.344192854,0,0,,157.6,1,2.4,3.3,41.2,4,22.5,30,2.5,23.4
realconnexcom,,"RealConnex.com offers business development, networking, and opportunities for real estate professionals.","Business Development, Financial Services, Professional Networking, Real Estate",,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0
adeptcloud,,Adept Cloud provides cloud-managed private collaboration solutions enabling businesses to securely collaborate internally and externally.,"Cloud Storage, Enterprise Software, Information Technology, Security",,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0
playteau,,Playteau creates a mutliplatform game portfolio for social networks.,"Gaming, Social, Social Network",1,2,2,0.5,0,0,,1,1,0,0,0,0,0,0,0,0
authorea,,Google Docs meets Github for scientific research.,"Collaboration, Life Science, Publishing, Software",4,9,44.2,0.116950922,0,0,,4,4,4,4.4,6.3,5.8,3.3,6.3,6.1,0
grandst,,Grand St. is a curated marketplace for creative technology. A new era in electronics requires a new kind of store.,"Hardware, Software",,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0
ciaotelecom,ciao-telecom,"Ciao Telecom is a telecommunications company offering technologies for government agencies, businesses, and consumers.","Cloud Data Services, Hardware, Marketing, Software, Telecommunications, VoIP",,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0
phmhealth,myphmhealth,PhmHealth develops smartphone-based apps that use NFC technologies to improve efficiency and reliability in the home health care sector.,"Health Care, Information Technology, mHealth, Wellness",,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0
springbot,,"Springbot delivers data-driven marketing recommendations, marketing automation, and analytics in one dynamic platform for SMB merchants.","Analytics, Artificial Intelligence, Big Data, E-Commerce, Email Marketing, Marketing Automation, Marketplace, SaaS, Social Media Marketing",2,9,597.8,0.683779803,0,0,,9.4,9.5,5.8,3,490.6,4,15,4,56.5,0
shoppad,theshoppad,ShopPad is an application used to convert a desktop e-commerce site into an interface optimized for every version of the iPad.,"E-Commerce, iOS, Mobile, SaaS",5.2,8,67.9,0.276289961,0,0,,6.2,3.8,1,20.2,2.1,1,5.8,27.8,0,0
pantry,pantry,"Pantry provides instant access to fresh food through a network of swipe, grab and go kiosks. Always fresh. Always open.","Hardware, Retail Technology, Software",,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0
thehackettgroup,,,,690.1,10,99768.8,0.326092119,0,0,,8800,131.5,39.3,878,38800,20,6700,2300,2000,40100
sonardesign,,"The Sonar platform enables anyone with a modern browser to create, share, promote, monetize, and analyze interactive experiences.","EdTech, Education, Training",4.2,10,158.5,0.351406025,0,0,,3,2.4,11.5,7.4,3.8,4.3,87.5,30,4,4.6
sealed,,Sealed finances home upgrades with energy savings,"Clean Energy, Consumer Lending, Energy Efficiency, Financial Services, Home Improvement, Insurance, Predictive Analytics, Software",,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0
cielo24,,"cielo24 is an online platform that creates searchable metadata, including indexes, transcripts, and captions.","Enterprise Software, Search Engine",5,10,158.2,0.221856665,0,0,,15,5,63.3,5,21.8,4.8,7.5,24.8,1,10
oncoscope,,Oncoscope develops an optical biopsy device that helps physicians instantly identify pre__ancerous tissues for biopsy.,"Health Care, Medical, Medical Device",,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0
gnito,,Gnito builds technologies at the intersection of identity and privacy.,"Analytics, Identity Management, Privacy",,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0
noxilizer,,"Noxilizer provides room temperature NO2-based sterilization technology for the medical device, pharmaceutical and hospital industries.","Hospitality, Medical Device, Pharmaceutical",5,10,24889,0.349470826,0,0,,55.3,1900,22.9,2900,896.2,978.1,20,13600,4200,316.5
ao1solutions,,Private Communication Platform for Sport Organizations,"Insurance, Recreation, Software, Sports",,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0
crusheecom,,A social network with no friends where e,Social Media,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0
7signalsolutions,6signal-solutions,7SIGNAL is the leader in enterprise cloud Wireless Network Monitoring.,"Enterprise Software, SaaS, Wireless",,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0
fashionadvance,,Fashion jobs listing website that allows employers to screen job seekers with a pre-interview video and a virtual portfolio.,"Employment, Fashion",,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0
good44,,,,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0
nuorder,,NuORDER is a cloud & mobile B2B eCommerce platform empowering brands and retailers to streamline their business operations.,"B2B, E-Commerce, Fashion, Internet, SaaS, Wholesale",9.6,9,77.6,0.225415825,0,0,,20.3,1,5,28.5,3.8,5.6,5,3.5,4.9,0
photpharmics,,PhotPharmics develops medical lighting products for patients suffering from Parkinson__ disease.,"Health Care, Medical, Pharmaceutical",,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0
yopine,,Yopine is a mobile micropolling app that enables groups of friends to share opinions and make decisions.,"Apps, File Sharing, Market Research, Mobile",,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0
appmyday,,AppMyDay operates an online social platform for event and photo-sharing.,"Events, Mobile, Mobile Apps, Private Social Networking",1,9,41.1,0.341408114,0,0,,4.5,1,3.9,1,2.9,1,3,22.8,1,0
datagravity,,DataGravity is a software company engaged in the IT industry and is focused on providing data security and remediation services.,"Enterprise Software, Information Services, Information Technology, Network Security",13.8,10,2409.1,0.355889239,0,0,,20,5,1300,541.1,21.2,194.1,94.1,181.1,50,2.5
tracelink,,TraceLink is a SaaS platform for tracking and tracing pharmaceuticals.,"Compliance, Life Science, Pharmaceutical, SaaS, Supply Chain Management",18,9,4133.9,0.93652263,0,0,,6.6,10,11.1,14.1,9.7,5,19,4000,58.4,0
ragetank,,Strava + Linkedin for Motorsports,"Advertising Platforms, Leisure, Sports",,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0
glossi,,Glossi is a publishing platform that enables users to create and share their own digital magazines across multiple devices.,"Advertising, Digital Media, News, Publishing",1,9,681.8,0.237974239,0,0,,198,11.5,30,172.9,60,1,1,191.4,16,0
ironpearl,,"Iron Pearl creates analytics software for retaining users and tracking cohorts, combined with viral tracking software.","Analytics, SaaS, Software",,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0
listar,,Listar is a social commerce platform that enables its users to share and discover products through photos and other types of social media.,"E-Commerce, Price Comparison, Shopping",,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0
eyeic,,EyeIC is a medical technology firm commercializing imaging technologies for medical applications.,"Health Care, Information Technology, Medical",,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0
caymayeducation,,CayMay Education is a cloud-based platform that allows its users to remotely manage streaming systems in real time.,"EdTech, Education",,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0
factorio,,Factor.io offers a service for developers to define and integrate their continuous deployment and integration workflow.,"Computer, Internet, Software",1,1,48.2,0.960175821,0,0,,48.2,0,0,0,0,0,0,0,0,0
realtymogul,,"We're an online marketplace for real estate investing, connecting borrowers and sponsors to individual and institutional investors.","Finance, FinTech, Marketplace, Real Estate, Real Estate Investment",3,10,62.9,0.150163911,0,0,,3.5,3.8,5,14.7,3,5,2,6.4,15.1,4.4
edventory,,"Edventory offers a large database of educational resources, services, and products for educators.","Database, Education, Service Industry",,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0
rentmetrics,,"RentMetrics helps real estate professionals understand the residential rental market by providing accurate, real-time data.","Professional Services, Real Estate, Residential",,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0
luxresearch,luxresearchinc,Emerging Tech Research & Advisory Firm,"Big Data, Biotechnology, Consulting, Energy, Innovation Management, Internet of Things, Market Research, Professional Services, Wearables",21.9,9,7198.9,0.972767903,0,0,,8,10,7.5,7100,5,4.4,10,50,4,0
sprinklr,,Sprinklr provides social media management platform that enables enterprise brands to connect with customers across every touch point.,"Advertising, Analytics, Blogging Platforms, Enterprise Software, Social CRM, Social Media, Social Media Management, Social Media Marketing",150,10,426.7,0.167350944,0,0,,65.9,22.2,11,109.7,38,100.2,27,15.3,31.6,5.8
kidaptive,,Kidaptive is a media and technology company creating entertaining and adaptive content that helps children learn.,"Big Data, EdTech, Education, Machine Learning, Personalization",4,10,137.7,0.146957828,0,0,,8.8,7.7,5.4,31.7,25,3.8,5.5,9.8,15,25
rootsrated,,"RootsRated is a media platform that connects users with the best outdoor experiences, hand- picked by local experts.","Apps, Big Data, Mobile, SaaS, Social Media",19.4,7,132,0.397153352,0,0,,9,4,1,5,75,4,34,0,0,0
ebooksinmotion,,Multimedia-rich mobile learning that can be consumed without a network connection.,"Digital Media, EdTech, Mobile, SaaS",,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0
rentlytics,,Rentlytics is building the platform to transform the world__ real estate data into accessible information.,"Analytics, B2B, Property Management, Real Estate, SaaS",5.7,10,425.5,0.40512957,0,0,,35.3,253.6,4.1,85.3,12.6,10.2,3,6.1,13.6,1.7
citymaps,,"Citymaps is a social mapping community, building the world__ largest catalog of map collections, for every interest, all around the world.","Local, Search Engine, Travel",1,9,1041.8,0.716372301,0,0,,100,1,17.1,4,34.5,875.2,5,2,3,0
handsontest,,Hands On Test is a cloud-based application that helps companies maximize their time spent finding exceptional talent.,"Human Resources, Information Technology, Software",1,3,12.5,0.463936,0,0,,2.9,7.8,1.8,0,0,0,0,0,0,0
payapp,,Mobile Payment and Commerce Platform,"E-Commerce, Internet, Mobile, Mobile Payments, Point of Sale",,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0
gripeo,,Submit your customer service issue with GripeO.,"Advertising, Customer Service, Lead Generation, Mobile, SaaS, Social Media Marketing",4,10,321.1,0.437726377,0,0,,6.9,3,9.5,10,206.3,4.4,12.5,22.1,6.1,40.3
birst,,Birst is a global leader in cloud business intelligence and analytics for the enterprise.,"Analytics, Business Intelligence, Embedded Software, Enterprise Software, Web Development",13,10,1619.9,0.56120079,0,0,,12.6,40,34,1.5,1200,31.3,9.5,113.2,85.3,92.5
apozy,,Perceptual AI to stop phishing and social engineering for Chrome and GSuite.,"Cloud Security, Cyber Security, Enterprise Software, Information Technology, SaaS, Security",1,10,208,0.256980399,0,0,,12.9,3,15,5,13.6,3,2.3,79.3,9.8,64.1
giup,giupstudents,GIUP is a system that evaluates players via the analysis of his/her behavior during playing.,"Artificial Intelligence, Career Planning, Education, Enterprise Software, Gamification, Recruiting",,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0
fundacity,,Fundacity connects startups and investors by offering an online investment platform and tools to help both sides with fundraising.,"Cloud Infrastructure, Finance, FinTech, Impact Investing",1,10,472.3,0.721556217,0,0,,1,1,5,3.9,3,5,4.9,4.1,46,398.4
redapt,,Redapt is a systems integrator that delivers data center infrastructure and cloud solutions tailored to meet business goals.,"Cloud Computing, Data Center, Web Hosting",34.5,9,25329,0.726194567,0,0,,25,50,21400,592.6,10.4,2700,10,1,540,0
learnmetrics,,"Learnmetrics are a team of Educators, Academics, Technologists, and Designers who are committed to improving educational outcomes.","Analytics, Big Data, Education",,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0
perfectaudience,,Perfect Audience is a retargeting platform that lets marketers bring back lost web visitors through Facebook ads and banner ads in the web.,"Ad Retargeting, Advertising, Marketing, Service Industry",9.3,9,410.2,0.547812117,0,0,,300,12,18.8,4.4,35,11,11.2,12.8,5,0
schoolyourself,,School Yourself creates interactive online lessons for high school and college-level math and science subjects.,"Education, Test and Measurement",,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0
openmicvoices,,Introducing you to OpenMicVoices.,"Audio, Social Network, Video",,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0
avocadosoftware,avocadosoftwareinc,Avocado is an app that enables couples to stay connected by messaging and sharing photos with each other.,"Android, iOS, Mobile, Software",1.2,10,1922.7,0.326089214,0,0,,1.5,1.2,81.6,1,4,293.6,730.3,760,10,39.5
realync,,Realync is a real time touring platform enabling live and recorded video tours for the multifamily and real estate industries.,"Mobile, Real Estate, Real Time, Video",4.3,9,51.8,0.128821872,0,0,,3.8,7,6.4,7,3.9,8.4,2,4,9.3,0
boatbound,,Boatbound is_a fully insured __ier-to-pier_ marketplace for boat rentals in the U.S.,"Boating, Collaborative Consumption, Marketplace",2.7,8,78.9,0.342457524,0,0,,4.8,1.5,4.8,1,2,1,27.3,36.5,0,0
mednexus,mednexusinc,Medicine is evolving quickly and the way care is administered changes with new research developments.,"Health Care, Information Technology, Medical, Semantic Search",,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0
radiorunt,,Radio Runt offers a group-centric audio communication application for social and interest networks on Android and iOS devices.,"Messaging, Software",,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0
enerdigmventures,enerdigm,,,5.5,9,212.9,0.202382452,0,0,,30,8.3,46.3,3.9,16.8,69.3,30.5,4.1,3.7,0
forvm,,"FORVM is a web platform and smartphone app that allows users to ask questions, share answers, and make new contacts.","Lead Generation, Mobile Apps, Social Network",,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0
smartlunches,,Smart Lunches is an online ordering and delivery platform that enables parents to order school lunch for their children.,"Delivery Service, E-Commerce, Education, Food and Beverage, Internet, Online Portals, Software",5.5,10,2047.6,0.426295255,0,0,,5,13.6,28.8,2.2,10,1200,153.2,10,60,564.8
restoremedicalsolutions,restore-med,Restore Medical Solutions manufactures a sterilization tray system that reduces the risk of infection from contaminated medical instruments.,"Health Care, Medical",,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0
scratchwireless,,"Scratch Wireless is a Wi-Fi mobile operator offering free voice, data and texting for android smartphones.","Messaging, Mobile Apps, Wireless",,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0
fittr,,"Fittr creates customized workout plans based on fitness goal, equipment available, time available, and exercise style preferences.","Fitness, Health Care",4.7,10,95.4,0.286649174,0,0,,3.5,12.2,2.4,19.3,2,3.5,45,1.5,5,1
freebeepay,,FreebeePay is a free consumer mobile app that delivers favorite retailers_ coupons and daily deals to their smartphone.,"Financial Services, Mobile, Mobile Apps",,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0
remarkhq,,"Remark is an online collaboration tool that enables inviduals to play, annotate, review, and approve videos.","Enterprise Software, Project Management, SaaS, Video",,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0
wildflowerhealth,,Focus on our clients needs: we will integrate our services into existing sustainability programmes.,"Health Care, Mobile",4,9,55.2,0.1551998,0,0,,1,6.5,3.2,12,3.5,1.4,8.2,8,11.4,0
tapfunder,,"TapFunder is a cloud-based, self-service platform that allows organizations and individuals to launch mobile donation campaigns.","Enterprise Software, Messaging, Mobile, Non Profit, SMS",,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0
proletariat,,Proletariat is a Boston-based startup built by game-industry veterans,"Computer, Gaming, Video Games",3.9,8,11361.9,0.451717912,0,0,,45.5,135,7200,450,1500,5,26.4,2000,0,0
