Company.name,owler corrrectionn,Company Business,Category,Company Revenue,Competitor count (cap at 10),Competitor Revenue in Total,HHI,crawl_tried,potential crawl failing point,notes,competitors revenue 1,competitors revenue 2,competitors revenue 3,competitors revenue 4,competitors revenue 5,competitors revenue 6,competitors revenue 7,competitors revenue 8,competitors revenue 9,competitors revenue 10
entrupy,,Entrupy enables businesses to instantly authenticate high value goods.,"Enterprise Software, Hardware, Security, Software",,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rcr8,,rcr8 offers a location-based search engine that enables its users to find outdoor activities and a variety of deals in real time.,"Health Care, Outdoors, Sports",,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
digitaldreamlabs,,,,,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lakshmicapital,,"Lakshmi Capital is an asset management firm, manages client accounts according to an Absolute Return Strategy.","Greater Los Angeles Area, West Coast, Western US",,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rhocapitalventures,rhocanada,"Rho Capital Partners, an American private equity firm, offers long-term investments to IT, new media, healthcare, and energy tech companies.","Finance, Financial Services, Venture Capital",15.4,7,61.9,0.22207114,0,0,,14.2,3.2,4.4,1.2,13.9,20.0,5.0,0.0,0.0,0.0
curvo,curvolabs,Curvo is an online platform connecting medical device manufacturing companies and surgery centers.,"Analytics, Health Care, Medical Device",,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sandhillangels,,"Sand Hill Angels, a venture capital firm, invests in internet, information technology, clean tech, consumer, and life sciences businesses.","Finance, Financial Services, Venture Capital",2.9,10,180.7,0.149007625,0,0,,1.1,29.4,35.0,11.7,11.6,3.0,15.5,33.8,7.0,32.6
creativelive,,"CreativeLive is the world__ leading live, online classroom for creative entrepreneurs.","EdTech, Education, Internet, Online Portals",4.9,9,506.5,0.235625243,0,0,,6.0,70.0,63.7,67.5,48.3,12.5,7.5,209.5,21.5,0.0
zipfit,,Founded in 2011 ZipFit helps aims to simply clothes shopping through technology.,"E-Commerce, Lifestyle, Shopping",,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cashbet,,"CashBet is an iGaming enterprise SaaS platform providing custom solutions for mobile, social, peer-to-peer, and skill-based gaming.","Gambling, Gaming, Mobile, Online Games, SaaS, Software",,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
zuli,,"Zuli's first product, the Zuli Smartplug, enables lights and appliances to adapt passively based on a user's presence in their home.","Developer Tools, Internet of Things, Mobile, Smart Home",4.3,10,404.2,0.314188037,0,0,,3.5,13.8,49.4,12.0,3.0,190.0,1.5,3.0,18.0,110.0
scruddle,,"View, search, organize, and share your news and social media. One inbox for all your stuff.","Email, News, Publishing, Social Media, Software",6.7,7,72.1,0.28448121600000004,0,0,,3.8,1.0,11.1,20.4,30.0,4.8,1.0,0.0,0.0,0.0
greekdrop,,Greekdrop is an e-commerce catalog for fraternity and sorority students that curate upcoming brands.,E-Commerce,,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
kinetictradingstrategies,,Kinetic Global Markets applies computational finance techniques to massive amounts of textual data to extract semantic information.,"Analytics, Finance, Trading Platform",,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lagrangesystems,,"Webscale provides control for web apps: predictive auto scaling, performance optimization, BOT mgmt, CDN, WAF and is a multi-cloud SaaS.","Cloud Infrastructure, E-Commerce, Enterprise Software, SaaS",,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
clearstorydata,,"ClearStory Data provides solutions enabling business users to discover, analyze and consume data at scale from different data sources.","Analytics, Artificial Intelligence, Big Data, Business Intelligence, Collaboration, Enterprise Software, Machine Learning, SaaS",1.4,9,1043.5,0.44786131,0,0,,92.5,13.0,12.6,678.1,63.2,9.0,40.0,113.2,21.9,12000000000.0
cityheroes,,"CityHeroes, a web and mobile app, enables individuals to collaboratively report and solve collective issues and threatening situations.","Mobile, Navigation, Public Safety, Security",,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
canary,,"Canary is an NYC-based company building consumer products that sense, organize, and curate meaningful information from the world.","Crowdfunding, Hardware, Security, Smart Home",3.5,10,375.2,0.361028915,0,0,,12.0,1.5,3.0,3.0,1.2,190.0,110.0,49.4,1.0,4.1
ripplelabs,,,,,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fivetran,,Fivetran technology helps analysts replicate data into a cloud warehouse.,"Analytics, Big Data, Cloud Data Services, Data Integration, Enterprise Software, Warehousing",5.0,10,1567.6,0.41316982799999996,0,0,,4.4,3.0,45.0,31.3,204.3,100.0,211.7,4.0,7.0,956.9
kinsa,kinsahealth,Kinsa is creating the world's first real-time map of human health.,"Child Care, Fitness, Health Care, mHealth",7.5,10,109.7,0.22721369,0,0,,4.0,13.1,1.2,6.5,1.0,39.9,10.0,28.0,1.0,5.0
opendorse,,The athlete marketing platform. Thousands of athletes use opendorse to share content on social. ,"Brand Marketing, Enterprise Software, Management Consulting, Publishing, Service Industry, Social Media Management, Sports",3.6,10,1747.3,0.40202282899999997,0,0,,4.9,11.6,6.2,65.0,102.5,10.5,591.2,14.5,12.2,928.7
nearinfinity,,World leader in displacement monitoring services with satellite radar data,"Cloud Computing, Computer, Software",,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
collabra,,"Collabra is a platform that provides tools to reinforce their music lessons, capture progress, and create accountability.","Enterprise Software, Mobile, Music, SaaS",,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dropifi,,"Dropifi provides a customized smart widget that allows companies to analyze, discover and re-channel messages.","Customer Service, Social Media, Social Media Management, Software",2.8,8,196.9,0.279511452,0,0,,6.5,5.1,3.1,69.2,4.6,44.2,1.0,63.2,0.0,0.0
axiomeducation,,Axiom Education provides solutions for educational institutions to effectively manage the assessment of student learning outcomes.,"E-Learning, Education, Software",,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
kihon,,Kihon is a game development company creating premium multiplayer mobile games for iOS-operated devices.,"Android, iOS, Mobile, Software",1.0,9,125.3,0.200377832,0,0,,10.2,6.4,13.7,23.0,7.3,45.0,1.6,4.6,13.5,0.0
sunnybump,,SunnyBump is an online product discovery platform that helps new and expecting parents find baby products.,"Children, E-Commerce, Internet, Product Search",,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sharalike,,Sharalike is an application that allows users to organize and create video slideshows.,"Cloud Computing, Photo Sharing, Video",,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
offlinemedia,get-offline,"Instant access to the best events and experiences in your city, curated daily.","Local, Local Advertising, Mobile, Software",10.7,9,19.6,0.139993753,0,0,,1.0,2.2,1.0,2.8,3.3,3.8,1.0,3.4,1.1,0.0
spaceview,,SpaceView is an interactive design tool that helps you bring the beautiful spaces you imagine to life,"Augmented Reality, B2B, Mobile",2.0,10,55.7,0.142108435,0,0,,4.0,11.0,3.0,12.0,1.0,1.7,5.0,3.0,7.0,8.0
visitdays,,Reimagining the Admissions Office,"Education, Higher Education, Recruiting",1.0,3,10.4,0.448964497,0,0,,3.4,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
zoobean,,"Zoobean is a web application that creates personalized playlist of apps, books, and literacy resources for little kids.","Consumer, E-Learning, EBooks, Education, Web Apps",,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
drybar,,Drybar is a retail chain exclusively for blow-drying hair for a reduced price compared to traditional salons.,"E-Commerce, Internet, Retail",1.0,1,4.3,0.693841225,0,0,,4.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
invizeon,,Invizeon is a privately held corporation that owns and develops a growing number of strategic businesses and software platforms.,"Enterprise, Enterprise Software, Government",,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
seworks,seworks2,Offensive & Defensive App Security Leaders.,"Cloud Security, Cyber Security, Network Security, Penetration Testing, SaaS, Security",1.0,10,1245.8,0.424065335,0,0,,25.0,20.4,32.1,5.9,3.0,717.0,372.5,6.0,8.3,55.6
sansmuchogusto,,Closed,,,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tinybop,,"We're an award winning studio of designers, engineers, and artists building educational apps for kids. We make toys for tomorrow.","Apps, Education, iOS, Software",3.0,10,40.5,0.20852309100000002,0,0,,2.3,2.0,3.0,1.0,1.0,2.5,15.7,2.0,7.0,4.0
chaikinanalytics,,"Chaikin Analytics delivers proven, institutional-quality stock analysis to professional money managers and self-directed investors.","Analytics, Financial Services, Predictive Analytics, Service Industry, Trading Platform",5.5,9,114.0,0.257309942,0,0,,20.0,6.0,50.0,5.0,8.0,2.0,17.0,5.0,1.0,0.0
kanguorg,,To decrease maternal and child mortality and morbidity by funding safe births worldwide.,"Crowdfunding, E-Commerce",,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
caresimply,,"CareSimply is a website helping families find, hire and manage local in-home caregivers.",Health Care,,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
theaudience,,theAudience is a D2C publishing company that publishes multichannel social content.,"Consulting, Social Media, Social Media Marketing",5.5,10,438.9,0.21722552399999998,0,0,,27.0,65.9,4.5,4.2,150.0,12.0,1.5,32.5,31.6,109.7
dotloop,,"dotloop provides a secure online platform where real estate agents, buyers, and sellers can collaborate to complete transactions online.","Commercial Real Estate, Internet, Real Estate, Real Estate Investment",8.5,10,836.7,0.73263572,0,0,,7.5,3.5,6.3,713.5,10.0,49.9,3.5,8.1,32.1,2.3
flooptechnologies,,COPPA mobile ad pltform for kids apps,"Ad Exchange, Mobile",,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
kaybus,,"Kaybus is the industry leading Knowledge Automation application, enabling employees to use 100% of the content available.","Analytics, Human Resources, Information Technology, Internet, Knowledge Management, Professional Services, Software",6.0,10,123.6,0.142486463,0,0,,15.0,21.4,12.6,11.1,31.1,4.0,11.5,6.3,5.8,4.8
protoexchange,,ProtoExchange is an outsourcing marketplace for hardware development,"Hardware, Internet, Marketplace, Outsourcing",,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
backerkit,,BackerKit manages your post-crowdfunding mayhem so that you can deliver on time.,"Crowdfunding, SaaS",4.0,10,191.9,0.219128753,0,0,,25.0,45.0,5.0,6.3,6.0,5.0,5.5,1.0,68.1,25.0
elasticsearch,elasticsearch,"Elastic builds software to make data usable in real time and at scale for search, logging, security, and analytics use cases.","Cloud Computing, Open Source, Real Time, SaaS, Search Engine, Software",,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mightyhive,,MightyHive is a programmatic solutions provider that simplifies complicated programmatic media buying for advertising organizations,"Advertising, Digital Marketing",14.0,10,3508.1,0.469844566,0,0,,9.0,4.5,15.0,2300.0,10.0,300.0,601.0,24.9,193.7,50.0
equipboard,,Equipboard is building the world__ largest database of artists and the gear they use.,"Database, E-Commerce, Service Industry",,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
vgocommunications,vgocom,"VGo Communications develops and markets visual communications solutions for healthcare, monitoring, and remote management applications.","Communication Hardware, Health Care, Marketplace",10.0,10,178252.8,0.35772640299999997,0,0,,6.0,7.2,3.7,58500.0,40100.0,10.0,5.2,8.0,79600.0,12.7
bmobilized,,bMobilized is a web-based startup that allows businesses to convert their desktop websites into HTML5-enabled mobile experiences.,"Mobile, SaaS, Web Development",3.1,10,58.4,0.22583388100000001,0,0,,4.3,3.8,4.4,4.4,1.0,4.4,1.0,10.0,24.0,1.1
hutster,,Helping students sublet their apartments,"Education, Real Estate, Universities",,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binarythumb,,Binary Thumb develops a spreadsheet application for the iPad and iPhone.,"Apps, Internet, Mobile, Mobile Apps",,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gethuman,,"Consumer tools for solving customer service problems: maps of company phone systems, shortcuts, call-backs, hiring problem-solvers","Customer Service, Social Media",5.2,10,1145.9,0.29707205,0,0,,10.8,2.5,3.0,283.8,538.9,52.0,69.0,59.8,64.1,62.0
homebindercom,,"HomeBinder is working on solving the ""electronic health record"" problem for homes.","Real Estate, Software",,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fosbury,,Drive store traffic with Mobile Wallet marketing,"Consumer Electronics, Coupons, Finance, iOS, Mobile, Wireless",,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
skyonic,,Skyonic is an environmental technology company providing green chemistry solutions for profitable carbon management.,"Clean Energy, Environmental Engineering, Renewable Energy",4.7,10,1917.5,0.713489287,0,0,,23.1,5.0,8.0,4.0,5.0,1600.0,250.0,4.9,12.0,5.5
bizzun,,Bizzun is a social search platform geared towards peoples interests.,"Advertising, Blogging Platforms, Local, Mobile, Photo Sharing, Search Engine, Social Media, Video Streaming",,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
leveleleven,,LevelEleven helps you sell more by keeping your salespeople focused on the behaviors that matter.,"CRM, Enterprise Software, Gamification, Information Technology, Sales Automation, Software",1.1,8,63.4,0.42174765399999997,0,0,,3.4,3.0,3.0,2.8,7.0,40.0,2.2,2.0,0.0,0.0
energypoints,,The EnergyPoints platform enables the simple optimization management and planning of energy-related resources across the enterprise.,"Energy, Energy Management, Enterprise",,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
loop88,,Loop88 is a social network marketing platform that connects brands with their targeted consumers by creating customized content campaigns.,"Advertising, Advertising Platforms, Brand Marketing, Social Media",1.1,9,46.7,0.153345652,0,0,,5.5,3.9,2.0,7.0,2.9,2.0,12.0,3.0,8.4,0.0
azuqua,,Azuqua helps people integrate their SaaS applications and build powerful automations to save time and eliminate manual work.,"Cloud Computing, Cloud Management, Data Integration, Enterprise Software, Marketing Automation, SaaS, Software",4.4,10,517.7,0.338256995,0,0,,8.0,6.0,3.0,8.1,204.3,4.1,5.0,211.7,62.1,5.4
nanoice,,"NanoICE develops Molecular Ice Technology, a preservation technology for food producers, transporters, storage companies, and more.","Farmers Market, Food Processing, Nanotechnology",,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
blocvox,,Community interactivism platform.,Social Media,,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
totalattorneys,,Total Attorneys provides cloud-based practice management and customer acquisition software for attorneys.,"Enterprise Software, Legal, SaaS",10.0,10,2892.5,0.9372482990000001,0,0,,7.0,8.2,8.0,3.0,3.6,30.0,2800.0,11.1,4.4,17.2
judicata,,Judicata is a legal technology company providing research and analytics tools to turn unstructured case law into structured data.,"Analytics, Legal, SaaS",2.5,10,90.4,0.191185684,0,0,,3.0,8.0,5.0,30.0,5.6,2.0,4.8,21.0,4.0,7.0
paybook,,Connecting people with their financial world!,"Finance, FinTech, SaaS, Software",1.0,8,592.4,0.8027294640000001,0,0,,2.0,6.0,529.4,5.0,34.6,1.0,1.0,13.4,0.0,0.0
platformforglobalhealth,,"Platform for Global Health is an ecosystem for countries, and suppliers to improve in-country health systems for people.","Enterprise Software, Predictive Analytics, Procurement",,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
filtereasy,,FilterEasy is America's air filter delivery service.,"B2B, B2C, Delivery Service, E-Commerce, Subscription Service",5.0,9,64.6,0.220930901,0,0,,7.0,4.0,8.0,1.0,1.0,1.0,19.4,20.1,3.1,0.0
avinetworks,,"Avi Networks drives automation and intelligence across multi-cloud environments with intent-based application services, including LB and WAF","Analytics, Cloud Data Services, Cloud Infrastructure",2.0,10,427.5,0.34829446299999994,0,0,,23.3,235.4,13.1,2.3,40.0,37.5,2.0,1.3,66.9,5.7
goldenreviews,,"Golden Reviews provides an inside look at senior care via the shared experiences of caretakers, seniors, and their families.","Health Care, Non Profit",1.0,0,0.0,1.0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
talkto,,TalkTo is a smartphone app that helps its users_correspond with local businesses via text messages.,"Information Technology, Messaging, Mobile Apps",,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
armagentechnologies,,ArmaGen is focused on developing technologies for siRNA delivery across the blood-brain barrier.,"Biotechnology, Health Care, Medical",,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
datarobot,,DataRobot provides a predictive analytics platform to rapidly build and deploy predictive models the cloud or an enterprise.,"Artificial Intelligence, Enterprise Software, Information Technology, Machine Learning, Predictive Analytics, SaaS",37.0,9,790.9,0.44474686700000005,0,0,,7.8,12.6,6.7,12.0,8.3,434.7,297.8,3.0,8.0,0.0
qlika,,"Qlika enables advertisers to manage and optimize their campaigns for each local market, segment and media channel.","Advertising, Analytics, Local",,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
survata,,Survata is a marketing research company that sells brand intelligence to the world__ largest brands.,"Advertising, Analytics, Consumer Research, Market Research, Product Research, Test and Measurement",8.4,8,637.7,0.377558656,0,0,,1.0,6.4,13.0,2.4,69.0,260.8,1.3,283.8,0.0,0.0
vionic,,"Vionic is a social media deals platform that enables brands to offer exclusive promotions on Facebook, Twitter, and Google+.","Apps, E-Commerce, Enterprise Software, Market Research, Retail, SaaS, Social Media Marketing, Software",,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bulubox,,"Your Brand, Your Subscription Box.","E-Commerce, Ediscovery, Fitness, Health Care, Lifestyle, Nutrition, Personal Health, Subscription Service",3.2,9,415.2,0.310798635,0,0,,200.0,1.0,2.6,55.0,93.1,40.0,1.3,15.0,7.2,0.0
radiatorlabs,,Radiator Labs solves a 100-year-old heating problem for millions of people - uncomfortable temperatures and wasted energy in buildings,"Energy Efficiency, Hardware, Internet of Things, Smart Building",,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
muut,,"Muut is a discussion platform providing a clean user interface, persistent content and deep integration to websites.","Blogging Platforms, Content, Real Time, Social Media, Software",2.6,10,313023.4,0.473839224,0,0,,40.5,7.7,10.0,6.1,206.3,40.3,130900.0,12.5,170800.0,11000.0
sipx,,SIPX is a web-based service that manages copyright and delivers digital documents for the higher education marketplace.,"Education, Information Technology, Web Browsers",2.0,10,78.4,0.136154207,0,0,,11.5,12.9,5.0,10.0,1.0,2.5,15.0,3.6,12.0,4.9
abacast,,"Abacast is an online radio and video service provider offering an integrated suite of streaming, advertising and analytics services.","Advertising, Analytics, Video",,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
allcampus,,All Campus collaborates with universities and helps them expand online enrollment programs.,"Education, Training, Universities",4.1,10,249.1,0.22979281,0,0,,15.4,12.1,5.0,89.9,65.0,33.9,19.0,4.8,1.0,3.0
phigital,,"Acquired by Gimbal, Inc. September 2015","Location Based Services, Mobile",,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
recognitionpro,,Recognition PRO is a cloud-based HR solution for managers to motivate and recognize their employees.,"Employee Benefits, Human Resources, Software",,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ondigo,,ONDiGO is a Sales-automation platform powered by deep-data,"Android, CRM, Direct Sales, Lead Management, Mobile, Sales Automation",1.5,10,286.6,0.217972193,0,0,,6.0,23.0,5.8,6.5,45.1,25.0,39.0,13.0,10.0,113.2
artisanmobile,useartisan,"Artisan Mobile is a mobile software provider that enables marketers to understand user behavior, create segments, and more.","Analytics, Android, Apps, CRM, iOS, Marketing Automation, Mobile, Personalization, Software",5.0,10,187.9,0.31965498600000003,0,0,,11.0,6.4,13.0,4.2,1.7,21.5,20.0,1.8,100.0,8.3
stealthy,,Synthego is a provider of synthetic RNA solutions for CRISPR Genome Engineering.,"Biotechnology, Genetics, Industrial Automation, Innovation Management, Software",,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
apmetrix,,Video Game and Mobile App Analytics,"Analytics, Apps, Mobile, Software",7.2,10,280.2,0.24765297100000003,0,0,,1.0,1.0,7.0,115.7,45.0,3.5,20.0,55.0,12.0,20.0
qrpharma,,"QR Pharma develops novel treatments for Alzheimer__ disease, Parkinson__ disease, and other neurodegenerative disorders.","Biotechnology, Developer Platform, Therapeutics",3.5,10,1757.5,0.9358117459999999,0,0,,18.5,5.0,5.0,1700.0,6.6,3.0,6.0,4.4,4.0,5.0
vulume2,,"Vulume is a project collaboration, discovery, and sharing tool for the Built Environment.","Collaboration, Construction, Interior Design, Project Management",,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fibroblast,,Fibroblast offers a cloud-based practice management tool that facilitates online patient self-scheduling and instant cross-referrals.,"Enterprise Software, Health Care, Information Technology, Medical",4.0,9,82.9,0.13634954800000001,0,0,,6.1,7.0,4.5,7.5,11.0,4.0,10.5,17.8,14.5,0.0
classroomiq,,"ClassroomIQ is a fast, online grading tool for teachers. Grade hundreds of questions in minutes. Use your existing assignment formats.","Data Visualization, Education, Internet",,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mobilewalla,,"Mobilewalla is the world__ most trusted source for independent mobile audience data at scale.
","Advertising, Analytics, Artificial Intelligence, Big Data, Digital Marketing, DSP, Machine Learning, Mobile",10.0,9,242.7,0.225448697,0,0,,56.6,31.2,6.1,7.5,3.0,85.6,12.9,38.8,1.0,0.0
advercar,,adverCar offers a technology platform that parters ads with drivers to weave messages into consumers' online lives.,"Advertising, Automotive",11.0,6,2708.0,0.9941026940000001,0,0,,3.5,1.5,1.0,1.0,1.0,2700.0,0.0,0.0,0.0,0.0
linkwellhealth,,"Linkwell Health, a consumer engagement company, promotes_health by combining health plans, better-for-you brands, drugstores and retailers.","Fitness, Health Care, Wealth Management, Wellness",4.7,9,1221.8,0.812938672,0,0,,2.8,10.0,1.0,10.0,48.1,5.7,19.0,25.2,1100.0,0.0
mdinsider,,Machine Learning Enabled Physician Performance Transparency,"Big Data, Health Care, Hospital, Machine Learning, Medical",2.0,10,695.7,0.599256436,0,0,,5.5,4.7,4.0,24.9,14.5,113.5,1.0,1.0,525.6,1.0
kite,,Kite is an app that offers student progress tracking and analytics to educators.,"Analytics, Education, Mobile Apps",1.0,9,325.1,0.266255155,0,0,,5.0,2.4,19.0,7.1,6.1,3.0,86.2,76.3,120.0,0.0
patientco,,"Patientco technology redefines the patient financial experience, improving patient satisfaction & financial outcomes for health systems.","FinTech, Health Care, Medical, Payments, SaaS",12.0,9,166.1,0.178218586,0,0,,48.8,4.5,20.0,28.0,17.2,8.8,7.5,30.0,1.3,0.0
serviceful,,Serviceful is a digital home concierge used to manage homes.,"E-Commerce, Mobile",,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
thinkerous,,Thinkerous is an enterprise innovation management platform that encourages people to share meaningful ideas that solve real issues.,"Collaboration, Enterprise Software, Innovation Management",,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
faraday,,"Faraday optimizes every stage of your B2C revenue journey, from acquisition to retention using artificial intelligence and machine learning.","Artificial Intelligence, Big Data, Machine Learning, Marketing Automation, SaaS, Software",30.2,10,1235786.0,0.1631953,0,0,,143900.0,288500.0,160300.0,281100.0,80600.0,9800.0,11500.0,120300.0,586.0,139200.0
ubiome,,uBiome is a citizen science startup that sequences the human microbiome.,"Health Care, Machine Learning, Quantified Self",32.0,10,112.3,0.219480323,0,0,,12.0,20.7,8.0,13.2,6.0,3.0,1.8,2.0,43.6,2.0
opencare,,Opencare is building the largest network of dentists that deliver enjoyable care.,"Dental, Health Care, Marketplace, Small and Medium Businesses, Software",6.1,10,1089.9,0.7199831990000001,0,0,,113.5,1.0,4.0,24.9,1.0,14.5,7.7,1.0,917.3,5.0
streem,streem,"Streem offers unlimited cloud storage for you to store, stream, and share your media.","Cloud Computing, Cloud Data Services, Video Streaming",,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mednetworks,,"Activate Networks develops RealConnect_, a social network analytics platform for businesses to identify the health behavior of consumers.","Analytics, Health Care, Social Network",,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
iqcopay,,Inbox Health provides patient billing and payments software and services.,"Health Care, Payments, SaaS",,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
need2fit,,Need2Fit is a social TV fitness channel that provides its clients with a diversified workout experience through social TV entertainment.,"Fitness, Health Care",,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hanesbrands,"Based in Winston-Salem, N.C., Hanesbrands Inc. (NYSE:HBI) is a global consumer goods company with more than a century of history and a","Consumer Goods, E-Commerce, Retail",,6800.0,10,50884.6,0.221005709,0,0,,8700.0,2800.0,12000.0,1800.0,47.5,8500.0,71.9,16400.0,495.0,70.2
tapblaze,,TapBlaze is our 1st company division which caters to casual gamers. It is our committed duty to deliver a Happy experience to our customers.,"Apps, Mobile",,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tagapet,,TagaPet develops pet protection products that incorporate QR code and NFC technology.,"Mobile, NFC",,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
discoverybaygames,,Discovery Bay Games is a creator of family-oriented and educational multi-player games.,"Consumer, Gaming",4.5,1,9.8,0.568683065,0,0,,9.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
scratchhard,,"Scratch Hard is a shopping companion application for browsing in-store sales and promotions, saving coupons, and sharing user experience.","Coupons, Fashion, Finance, Mobile, Retail, Shopping",,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
litpick,,"LitPick is a place for young adults to read, review, and share the latest in young adult literature.","Communities, EdTech, Education",,0,0.0,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
